gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
fnr,753,0.13,0.264,2.170725,1.4733,143,True,149.7
znuC,756,0.13,0.142,1.731375,1.3158,334,True,439.8
gpmA,753,0.13,0.752,2.869457,1.6939,169,True,176.1
quuQ,753,0.13,0.0,0.805387,0.8974,126,True,112.9
nagD,753,0.13,0.296,1.940310,1.3930,262,True,289.6
rsmJ,753,0.13,0.0,1.546854,1.2437,265,True,243.2
yecC,753,0.13,0.188,1.769805,1.3303,199,True,257.7
yfcS,753,0.13,0.0,0.560274,0.7485,88,True,69.2
appY,750,0.13,0.10400000000000001,1.700041,1.3039,201,True,222.9
btuD,750,0.13,0.062,1.911082,1.3824,202,True,272.4
chbG,750,0.13,0.0,1.526563,1.2355,222,True,201.5
yafL,750,0.13,0.0,1.109168,1.0532,121,True,100.0
moeB,750,0.13,0.092,1.959754,1.3999,221,True,266.4
yciT,750,0.13,0.384,1.767629,1.3295,180,True,186.0
yieE,750,0.13,0.08199999999999999,2.724883,1.6507,238,True,184.2
yqiH,750,0.13,0.0,0.896593,0.9469,197,True,162.1
yjfP,750,0.13,0.0,1.170782,1.0820,297,True,264.6
cutC,747,0.13,0.21600000000000003,1.621936,1.2736,134,True,193.5
dsbG,747,0.13,0.496,2.900634,1.7031,149,True,201.6
entA,747,0.13,0.0,1.097537,1.0476,157,True,132.5
fpr,747,0.13,0.26,2.174784,1.4747,148,True,194.5
gfcC,747,0.13,0.0,0.768159,0.8764,215,True,180.1
kdsB,747,0.13,0.262,2.788799,1.6700,129,True,130.0
glnH,747,0.13,0.44400000000000006,1.646402,1.2831,244,True,225.0
paaC,747,0.13,0.0,0.423037,0.6504,52,True,41.1
mipA,747,0.13,0.522,2.769398,1.6642,182,True,202.4
wcaE,747,0.13,0.0,0.641458,0.8009,40,True,30.7
sufC,747,0.13,0.0,1.003697,1.0018,182,True,157.5
ydaV,747,0.13,0.0,0.657515,0.8109,101,True,80.0
ydfG,747,0.13,0.508,1.585156,1.2590,240,True,248.7
yjhP,747,0.13,0.0,0.653473,0.8084,40,True,31.8
yegW,747,0.13,0.158,3.050902,1.7467,227,True,368.1
cmoA,744,0.13,0.23199999999999998,2.425506,1.5574,160,True,210.3
cobS,744,0.13,0.18,1.551292,1.2455,231,True,290.2
ugpQ,744,0.13,0.29,2.242410,1.4975,206,True,245.7
ybgI,744,0.13,0.38,1.622348,1.2737,167,True,189.7
ygfF,744,0.13,0.0,1.221069,1.1050,99,True,80.3
yciC,744,0.13,0.21600000000000003,1.575831,1.2553,171,True,230.7
zapD,744,0.13,0.0,4.670133,2.1610,145,True,129.3
gltJ,741,0.13,0.088,8.502110,2.9158,146,True,163.9
cysQ,741,0.13,0.3,1.270654,1.1272,364,True,401.2
hemD,741,0.13,0.026000000000000002,1.954529,1.3980,141,True,195.3
pflA,741,0.13,0.466,2.045718,1.4303,175,True,161.3
trmJ,741,0.13,0.284,1.859843,1.3638,164,True,166.9
yadV,741,0.13,0.0,0.663442,0.8145,135,True,104.2
wecG,741,0.13,0.0,2.482656,1.5756,172,True,158.8
yafK,741,0.13,0.32599999999999996,1.543558,1.2424,184,True,165.0
yebC,741,0.13,0.458,2.100375,1.4493,199,True,235.4
yggE,741,0.13,0.434,2.163115,1.4708,125,True,106.6
yiaT,741,0.13,0.0,1.816355,1.3477,163,True,164.1
bamD,738,0.13,0.38,2.952809,1.7184,228,True,264.8
ccmC,738,0.13,0.126,1.897201,1.3774,157,True,172.8
fliP,738,0.13,0.0,1.867346,1.3665,104,True,86.3
dnaC,738,0.13,0.152,1.711144,1.3081,241,True,297.0
hisA,738,0.13,0.158,1.959127,1.3997,179,True,222.0
plsC,738,0.13,0.136,1.864583,1.3655,223,True,268.9
pyrF,738,0.13,0.314,4.086629,2.0215,173,True,233.0
yfiC,738,0.13,0.186,1.574797,1.2549,194,True,242.2
ycdX,738,0.13,0.20800000000000002,1.760225,1.3267,261,True,353.9
yjbG,738,0.13,0.0,0.564799,0.7515,103,True,79.1
ygaZ,738,0.13,0.04,3.244423,1.8012,156,True,179.8
cysH,735,0.13,0.0,0.845739,0.9196,214,True,165.5
exbB,735,0.13,0.23199999999999998,1.423547,1.1931,217,True,255.3
fabG,735,0.13,0.192,2.556299,1.5988,157,True,228.0
frdB,735,0.13,0.182,2.133635,1.4607,193,True,244.0
ybgL,735,0.13,0.057999999999999996,1.915489,1.3840,268,True,387.2
ycgR,735,0.13,0.0,1.978400,1.4066,310,True,335.2
yfeS,735,0.13,0.0,2.355641,1.5348,149,True,139.7
artI,732,0.13,0.4,1.622814,1.2739,150,True,163.1
ypdB,735,0.13,0.11000000000000001,1.548631,1.2444,209,True,263.6
bluR,732,0.13,0.0,7.001285,2.6460,154,True,168.8
artJ,732,0.13,0.588,0.936894,0.9679,196,True,211.6
dnaQ,732,0.13,0.236,5.140871,2.2673,112,True,173.5
frlR,732,0.13,0.24,1.383211,1.1761,237,True,257.0
mlrA,732,0.13,0.0,1.535489,1.2391,208,True,166.8
fucR,732,0.13,0.136,1.970941,1.4039,274,True,341.4
pdxJ,732,0.13,0.418,2.370395,1.5396,120,True,111.7
rsmE,732,0.13,0.19,7.591055,2.7552,177,True,236.2
rlmB,732,0.13,0.344,1.859099,1.3635,313,True,332.6
yehW,732,0.13,0.0,0.717039,0.8468,120,True,92.3
yfiH,732,0.13,0.098,1.717221,1.3104,149,True,201.1
artP,729,0.13,0.21400000000000002,1.678476,1.2956,236,True,302.9
cobB,729,0.13,0.262,3.159963,1.7776,133,True,155.7
mpaA,729,0.13,0.134,2.140012,1.4629,120,True,114.1
gadW,729,0.13,0.09,2.846259,1.6871,196,True,140.3
recO,729,0.13,0.014000000000000002,9.072027,3.0120,128,True,148.5
ybgP,729,0.13,0.0,0.620159,0.7875,72,True,55.5
mtgA,729,0.13,0.024,1.473423,1.2138,197,True,267.5
gltL,726,0.13,0.294,2.911298,1.7063,106,True,117.9
fimC,726,0.13,0.0,1.599779,1.2648,272,True,255.0
phnF,726,0.13,0.0,0.489129,0.6994,44,True,33.0
phoU,726,0.13,0.16799999999999998,3.607728,1.8994,180,True,205.4
lptB,726,0.13,0.158,2.145154,1.4646,257,True,337.3
pyrH,726,0.13,0.306,1.905518,1.3804,200,True,191.2
rpsB,726,0.13,0.386,1.943223,1.3940,185,True,206.1
yjjQ,726,0.13,0.0,0.800775,0.8949,120,True,91.3
baeR,723,0.13,0.31,1.632295,1.2776,187,True,192.4
folM,723,0.13,0.144,1.893192,1.3759,196,True,217.5
lpxH,723,0.13,0.024,1.943958,1.3943,232,True,263.4
glnQ,723,0.13,0.236,1.146191,1.0706,266,True,312.9
mngR,723,0.13,0.238,1.536864,1.2397,261,True,224.0
nfsA,723,0.13,0.48,1.751139,1.3233,315,True,327.8
sdiA,723,0.13,0.176,1.761536,1.3272,248,True,263.9
ubiG,723,0.13,0.458,1.955003,1.3982,167,True,176.1
yheO,723,0.13,0.096,1.844003,1.3579,213,True,249.7
yafS,723,0.13,0.068,2.333414,1.5276,243,True,343.5
yieK,723,0.13,0.0,1.001779,1.0009,114,True,88.6
dcuR,720,0.13,0.20400000000000001,1.881988,1.3719,214,True,247.3
deoD,720,0.13,0.5860000000000001,1.506007,1.2272,334,True,283.1
fadR,720,0.13,0.386,2.248601,1.4995,235,True,244.9
fliA,720,0.13,0.0,1.694911,1.3019,204,True,171.8
pnuC,720,0.13,0.122,2.037328,1.4274,130,True,134.9
ompR,720,0.13,0.316,2.928135,1.7112,241,True,211.2
sanA,720,0.13,0.06999999999999999,1.812473,1.3463,175,True,214.8
rstA,720,0.13,0.196,2.170203,1.4732,304,True,318.7
trmI,720,0.13,0.268,2.671387,1.6344,124,True,169.3
tonB,720,0.13,0.21800000000000003,3.746324,1.9355,166,True,225.6
yehC,720,0.13,0.0,0.365152,0.6043,57,True,41.8
yggN,720,0.13,0.23399999999999999,1.956883,1.3989,211,True,175.0
yehT,720,0.13,0.146,3.144148,1.7732,196,True,236.4
ykgE,720,0.13,0.0,1.084183,1.0412,129,True,97.6
arcA,717,0.13,0.312,2.010957,1.4181,209,True,222.0
artQ,717,0.13,0.092,2.086553,1.4445,173,True,239.3
nanC,717,0.13,0.0,0.685376,0.8279,57,True,42.8
hisM,717,0.13,0.06999999999999999,3.560887,1.8870,100,True,137.3
yeeN,717,0.13,0.42000000000000004,1.761369,1.3272,159,True,127.9
yfbN,717,0.13,0.0,0.566670,0.7528,50,True,37.8
sdhB,717,0.13,0.298,1.810903,1.3457,214,True,288.5
yidP,717,0.13,0.0,0.969230,0.9845,92,True,70.8
yigB,717,0.13,0.18,2.676509,1.6360,135,True,142.0
yhcF,717,0.13,0.094,1.511892,1.2296,295,True,397.2
aphA,714,0.13,0.354,1.986390,1.4094,133,True,125.9
bdcA,714,0.13,0.0,0.996549,0.9983,145,True,110.1
lpxT,714,0.13,0.21400000000000002,2.767851,1.6637,105,True,145.7
livF,714,0.13,0.132,1.598733,1.2644,211,True,251.0
purC,714,0.13,0.554,1.418364,1.1910,172,True,168.6
yaaW,714,0.13,0.0,0.647743,0.8048,204,True,160.1
ydiV,714,0.13,0.028000000000000004,3.585200,1.8935,106,True,115.9
ybhM,714,0.13,0.0,4.724238,2.1735,184,True,191.3
ygdQ,714,0.13,0.11000000000000001,2.379555,1.5426,167,True,183.5
yfhG,714,0.13,0.08199999999999999,1.490942,1.2210,298,True,281.7
yghS,714,0.13,0.0,0.836832,0.9148,118,True,86.8
yggC,714,0.13,0.05,5.591158,2.3646,124,True,202.6
ecpE,711,0.13,0.0,2.464146,1.5698,137,True,127.4
dsbC,711,0.13,0.38,2.203486,1.4844,181,True,236.7
ispD,711,0.13,0.05600000000000001,2.182256,1.4772,141,True,145.2
narJ,711,0.13,0.0,0.749743,0.8659,159,True,122.6
ycbF,711,0.13,0.0,1.368513,1.1698,128,True,109.4
ydjX,711,0.13,0.0,1.336169,1.1559,161,True,117.8
nlpE,711,0.13,0.22200000000000003,1.419926,1.1916,261,True,282.3
yihL,711,0.13,0.0,1.139742,1.0676,132,True,104.2
yiaF,711,0.13,0.268,2.285230,1.5117,175,True,225.6
ynfC,711,0.13,0.158,1.697669,1.3029,228,True,295.9
endA,708,0.13,0.0,2.073080,1.4398,315,True,227.7
hyaC,708,0.13,0.0,0.686498,0.8286,83,True,63.5
oweS,708,0.13,0.0,0.578146,0.7604,123,True,95.2
ybeR,708,0.13,0.0,0.625376,0.7908,117,True,85.5
tsaA,708,0.13,0.0,1.878503,1.3706,194,True,168.8
ybeU,708,0.13,0.0,0.729894,0.8543,192,True,144.0
ydjZ,708,0.13,0.0,1.672656,1.2933,200,True,157.4
yjbM,708,0.13,0.0,0.598450,0.7736,116,True,89.3
ylbH,708,0.13,0.0,1.103397,1.0504,206,True,157.9
yigA,708,0.13,0.064,1.412851,1.1886,256,True,297.6
yqgA,708,0.13,0.0,1.166640,1.0801,221,True,166.1
ygeN,707,0.13,0.0,1.020762,1.0103,259,True,210.5
aat,705,0.13,0.074,1.958205,1.3994,218,True,241.8
mukE,705,0.13,0.124,3.129984,1.7692,142,True,177.8
rplA,705,0.13,0.27,1.622582,1.2738,155,True,165.9
sfsA,705,0.13,0.10600000000000001,1.637675,1.2797,207,True,298.3
ybhL,705,0.13,0.248,1.884374,1.3727,195,True,193.8
yggS,705,0.13,0.21600000000000003,3.512043,1.8740,153,True,162.8
elfD,702,0.13,0.0,0.464902,0.6818,35,True,24.7
ymfE,705,0.13,0.0,0.853646,0.9239,204,True,148.4
eutQ,702,0.13,0.0,0.464524,0.6816,48,True,34.2
hda,702,0.13,0.036,3.241729,1.8005,129,True,153.3
lolD,702,0.13,0.188,2.579070,1.6059,213,True,246.3
fre,702,0.13,0.194,1.408866,1.1870,285,True,356.0
yfjR,702,0.13,0.0,0.522217,0.7226,35,True,25.7
rpsC,702,0.13,0.184,1.580712,1.2573,179,True,212.6
yhaK,702,0.13,0.0,1.093314,1.0456,158,True,128.7
flgH,699,0.13,0.0,1.591094,1.2614,165,True,143.6
cpxR,699,0.13,0.296,1.335348,1.1556,218,True,272.5
mtn,699,0.13,0.39,2.944447,1.7159,115,True,95.3
proQ,699,0.13,0.308,1.229643,1.1089,186,True,191.3
waaY,699,0.13,0.0,1.738914,1.3187,146,True,148.8
thiQ,699,0.13,0.1,1.262986,1.1238,276,True,351.0
yagL,699,0.13,0.0,0.817023,0.9039,195,True,148.8
yfiP,699,0.13,0.27799999999999997,2.817284,1.6785,158,True,122.1
yjfJ,699,0.13,0.0,0.871535,0.9336,59,True,44.2
yhjY,699,0.13,0.0,1.516920,1.2316,230,True,184.4
ypfH,699,0.13,0.22999999999999998,2.205043,1.4849,143,True,165.4
alsE,696,0.13,0.0,0.902265,0.9499,170,True,137.4
araD,696,0.13,0.0,0.732343,0.8558,34,True,24.6
aqpZ,696,0.13,0.0,1.203861,1.0972,202,True,159.0
flgD,696,0.13,0.0,3.004400,1.7333,84,True,84.3
chaC,696,0.13,0.0,1.495695,1.2230,186,True,152.3
napG,696,0.13,0.0,0.996448,0.9982,81,True,60.1
minC,696,0.13,0.086,17.772581,4.2158,129,True,166.2
narW,696,0.13,0.0,0.647439,0.8046,201,True,153.8
queC,696,0.13,0.43,3.551335,1.8845,161,True,186.8
rsuA,696,0.13,0.32999999999999996,1.966545,1.4023,159,True,124.5
tsaB,696,0.13,0.0,1.501722,1.2254,214,True,178.2
rsxE,696,0.13,0.132,1.961820,1.4006,214,True,263.5
yedJ,696,0.13,0.046,4.157218,2.0389,131,True,197.2
yhhW,696,0.13,0.454,1.198311,1.0947,233,True,195.2
yiaS,696,0.13,0.0,1.221822,1.1054,116,True,88.2
yjaH,696,0.13,0.008,3.072872,1.7530,158,True,130.8
ykgG,696,0.13,0.0,0.992518,0.9963,197,True,159.1
ynfK,696,0.13,0.0,2.244934,1.4983,251,True,216.9
yohK,696,0.13,0.0,1.632030,1.2775,230,True,181.5
ompL,693,0.13,0.0,0.516030,0.7184,88,True,63.8
yraI,696,0.13,0.0,0.958317,0.9789,132,True,102.2
rutB,693,0.13,0.0,0.472548,0.6874,43,True,30.5
sfmC,693,0.13,0.0,0.518633,0.7202,73,True,53.3
tolQ,693,0.13,0.15,3.477372,1.8648,120,True,143.6
torR,693,0.13,0.22200000000000003,1.589164,1.2606,191,True,223.5
ycaP,693,0.13,0.0,1.759432,1.3264,199,True,162.7
yghT,693,0.13,0.0,0.732778,0.8560,55,True,39.5
ygjQ,693,0.13,0.0,2.770364,1.6644,95,True,58.4
ygeA,693,0.13,0.20600000000000002,1.852642,1.3611,193,True,234.2
creB,690,0.13,0.05,2.088764,1.4453,194,True,262.4
yieP,693,0.13,0.31,1.303447,1.1417,294,True,377.1
dgoR,690,0.13,0.46799999999999997,1.135097,1.0654,98,True,107.2
modB,690,0.13,0.038,2.354771,1.5345,186,True,220.0
nanE,690,0.13,0.0,0.894761,0.9459,48,True,34.8
mutH,690,0.13,0.122,2.277211,1.5090,236,True,178.9
paoA,690,0.13,0.0,0.764075,0.8741,108,True,78.8
pepE,690,0.13,0.0,0.970407,0.9851,226,True,178.1
phoB,690,0.13,0.132,1.298445,1.1395,200,True,231.5
trmH,690,0.13,0.066,1.838054,1.3557,143,True,197.7
ung,690,0.13,0.362,1.888024,1.3741,186,True,214.3
yjcO,690,0.13,0.146,1.526480,1.2355,205,True,237.3
fliH,687,0.13,0.0,1.573549,1.2544,255,True,222.8
hisQ,687,0.13,0.062,2.073219,1.4399,162,True,197.0
ulaF,687,0.13,0.0,0.824367,0.9079,152,True,111.3
rph,687,0.13,0.362,1.375411,1.1728,222,True,232.3
ybbA,687,0.13,0.0,1.420321,1.1918,138,True,101.8
ydfH,687,0.13,0.20800000000000002,2.573787,1.6043,184,True,230.1
yjtD,687,0.13,0.39,1.533362,1.2383,217,True,236.4
cmk,684,0.13,0.074,2.009620,1.4176,143,True,205.1
cusR,684,0.13,0.11399999999999999,1.892522,1.3757,147,True,194.2
yjiH,684,0.13,0.0,0.569969,0.7550,133,True,92.1
gntX,684,0.13,0.002,1.598371,1.2643,170,True,189.5
dpiA,681,0.13,0.0,1.369498,1.1703,163,True,125.3
narV,681,0.13,0.0,0.673987,0.8210,105,True,74.5
ykgA,684,0.13,0.0,1.630994,1.2771,260,True,257.5
phnL,681,0.13,0.0,0.438113,0.6619,37,True,25.7
aroM,678,0.13,0.144,2.153949,1.4676,141,True,130.3
rnc,681,0.13,0.202,1.364161,1.1680,222,True,223.6
bglJ,678,0.13,0.0,1.077134,1.0379,108,True,79.1
gspO,678,0.13,0.0,1.961437,1.4005,161,True,140.2
bioD,678,0.13,0.33199999999999996,1.890224,1.3749,184,True,198.8
narI,678,0.13,0.0,0.755475,0.8692,88,True,64.9
kdpE,678,0.13,0.142,1.926401,1.3879,135,True,172.0
rpe,678,0.13,0.22000000000000003,2.523222,1.5885,113,True,130.6
ybiX,678,0.13,0.0,0.968163,0.9840,122,True,89.3
ybbL,678,0.13,0.298,1.289087,1.1354,205,True,224.0
ydjY,678,0.13,0.0,1.205671,1.0980,162,True,123.6
casD,675,0.13,0.0,1.504627,1.2266,128,True,103.3
yjjG,678,0.13,0.13999999999999999,2.560855,1.6003,195,True,255.6
gltK,675,0.13,0.09,1.532382,1.2379,217,True,222.9
cohE,675,0.13,0.16,1.540127,1.2410,265,True,313.2
yhcA,675,0.13,0.0,0.618080,0.7862,86,True,60.7
wecD,675,0.13,0.0,2.747547,1.6576,205,True,156.6
yiiM,675,0.13,0.33999999999999997,1.501645,1.2254,210,True,236.6
nfi,672,0.13,0.041999999999999996,3.060260,1.7494,145,True,168.7
nrfC,672,0.13,0.0,0.773927,0.8797,156,True,111.3
queE,672,0.13,0.0,2.122256,1.4568,160,True,143.7
phoP,672,0.13,0.33399999999999996,2.827338,1.6815,182,True,235.4
yahN,672,0.13,0.0,1.072289,1.0355,99,True,73.4
ybiH,672,0.13,0.057999999999999996,2.660964,1.6312,227,True,244.5
ygiB,672,0.13,0.33799999999999997,2.653793,1.6290,146,True,123.0
yedW,672,0.13,0.118,1.748551,1.3223,338,True,372.7
basR,669,0.13,0.21600000000000003,1.442097,1.2009,201,True,232.7
artM,669,0.13,0.098,1.914099,1.3835,215,True,295.9
ecpB,669,0.13,0.0,0.502091,0.7086,92,True,64.9
folE,669,0.13,0.49400000000000005,1.591940,1.2617,233,True,171.9
pspA,669,0.13,0.636,1.071636,1.0352,229,True,210.5
ftsE,669,0.13,0.08,1.816765,1.3479,363,True,402.1
ydcL,669,0.13,0.274,2.486463,1.5769,141,True,120.8
ydhX,669,0.13,0.0,1.028906,1.0144,172,True,133.4
yedK,669,0.13,0.0,0.726761,0.8525,177,True,114.5
yecS,669,0.13,0.16599999999999998,1.898441,1.3778,168,True,183.6
ykgH,669,0.13,0.0,1.717429,1.3105,111,True,73.3
yicR,669,0.13,0.002,1.673384,1.2936,132,True,174.5
yniC,669,0.13,0.516,2.619441,1.6185,278,True,264.5
yrfG,669,0.13,0.118,1.499584,1.2246,255,True,282.9
mcbR,666,0.13,0.0,2.175125,1.4748,106,True,78.9
marC,666,0.13,0.13999999999999999,1.443743,1.2016,162,True,173.2
yecA,666,0.13,0.23399999999999999,1.621307,1.2733,89,True,55.5
yhhQ,666,0.13,0.172,1.349904,1.1619,219,True,218.6
yieH,666,0.13,0.142,1.759675,1.3265,210,True,248.7
ymfD,666,0.13,0.0,0.801217,0.8951,185,True,131.6
atoD,663,0.13,0.0,0.590043,0.7681,74,True,49.5
ccmB,663,0.13,0.0,1.130060,1.0630,216,True,169.8
can,663,0.13,0.33799999999999997,1.972834,1.4046,232,True,270.0
csiR,663,0.13,0.0,1.199938,1.0954,232,True,160.7
envR,663,0.13,0.0,0.539667,0.7346,113,True,78.5
dedD,663,0.13,0.12,3.119602,1.7662,135,True,152.8
fsaA,663,0.13,0.0,0.855560,0.9250,191,True,139.6
fsaB,663,0.13,0.0,0.596862,0.7726,41,True,28.2
exoX,663,0.13,0.22200000000000003,2.443938,1.5633,210,True,215.5
yccT,663,0.13,0.0,0.785793,0.8864,193,True,136.5
yiaQ,663,0.13,0.0,0.678768,0.8239,31,True,21.5
nuoB,663,0.13,0.162,1.954886,1.3982,171,True,207.1
ytfE,663,0.13,0.0,1.426589,1.1944,179,True,121.5
cynT,660,0.13,0.0,0.476639,0.6904,95,True,64.2
yqjA,663,0.13,0.118,1.847944,1.3594,230,True,273.5
eutL,660,0.13,0.25,0.870387,0.9329,211,True,209.7
dedA,660,0.13,0.122,1.375491,1.1728,330,True,402.1
flgA,660,0.13,0.0,1.471649,1.2131,206,True,147.2
glnP,660,0.13,0.13799999999999998,3.046214,1.7453,115,True,102.3
qseB,660,0.13,0.0,0.986849,0.9934,151,True,114.3
rpiA,660,0.13,0.352,1.986886,1.4096,191,True,211.8
rluA,660,0.13,0.05,1.471387,1.2130,322,True,371.1
yccA,660,0.13,0.284,1.919129,1.3853,244,True,188.0
ycjU,660,0.13,0.0,0.507855,0.7126,38,True,25.7
ycgM,660,0.13,0.094,4.407698,2.0995,76,True,158.3
yegL,660,0.13,0.0,0.719141,0.8480,55,True,36.5
yeiL,660,0.13,0.0,0.491266,0.7009,75,True,50.1
yebE,660,0.13,0.0,1.154116,1.0743,252,True,178.3
yghB,660,0.13,0.15,2.106492,1.4514,235,True,247.0
yiaD,660,0.13,0.766,1.587762,1.2601,182,True,228.6
yjfK,660,0.13,0.0,0.785592,0.8863,169,True,119.0
yqfA,660,0.13,0.032,1.873170,1.3686,185,True,209.1
pphA,657,0.13,0.0,4.043885,2.0109,60,True,60.1
pdxH,657,0.13,0.29,1.570909,1.2534,190,True,172.8
pphB,657,0.13,0.0,1.586462,1.2595,210,True,158.4
uvrY,657,0.13,0.088,1.936128,1.3914,204,True,231.2
ybgJ,657,0.13,0.066,1.259609,1.1223,194,True,237.6
yidX,657,0.13,0.014000000000000002,1.777015,1.3330,205,True,273.1
yobB,657,0.13,0.0,1.708940,1.3073,216,True,163.2
ybcY,655,0.13,0.0,1.126669,1.0614,208,True,150.5
fdnI,654,0.13,0.0,0.524284,0.7241,52,True,34.4
elbB,654,0.13,0.384,1.782333,1.3350,215,True,203.5
metI,654,0.13,0.08199999999999999,1.791107,1.3383,128,True,148.2
ribB,654,0.13,0.358,2.988304,1.7287,197,True,171.4
nfsB,654,0.13,0.67,2.124429,1.4575,311,True,296.6
ynjD,654,0.13,0.0,1.366724,1.1691,212,True,161.1
rluE,654,0.13,0.21000000000000002,1.475027,1.2145,198,True,241.5
atoA,651,0.13,0.0,0.484555,0.6961,40,True,26.1
alkB,651,0.13,0.0,1.407756,1.1865,215,True,156.6
csgD,651,0.13,0.0,1.254150,1.1199,170,True,112.9
hyfE,651,0.13,0.0,0.597225,0.7728,77,True,51.7
inaA,651,0.13,0.298,1.649354,1.2843,240,True,230.8
narL,651,0.13,0.5599999999999999,1.071324,1.0350,199,True,208.4
rcsB,651,0.13,0.47400000000000003,1.821613,1.3497,115,True,112.1
ulaD,651,0.13,0.0,1.446715,1.2028,170,True,119.1
ybfG,651,0.13,0.0,0.943528,0.9714,148,True,99.4
rseA,651,0.13,0.12,3.184621,1.7846,185,True,237.0
zinT,651,0.13,0.0,0.687120,0.8289,143,True,91.6
yfbT,651,0.13,0.088,1.685606,1.2983,223,True,253.6
acrR,648,0.13,0.21600000000000003,2.068299,1.4382,228,True,265.0
fucA,648,0.13,0.0,0.816946,0.9039,102,True,68.3
fabR,648,0.13,0.086,2.557800,1.5993,193,True,226.6
grxB,648,0.13,0.5660000000000001,3.067163,1.7513,87,True,63.0
rnt,648,0.13,0.354,1.767807,1.3296,215,True,176.0
narP,648,0.13,0.296,1.657576,1.2875,255,True,249.5
ycbL,648,0.13,0.192,2.099027,1.4488,134,True,151.8
yceH,648,0.13,0.256,1.945147,1.3947,244,True,283.0
ychE,648,0.13,0.11399999999999999,3.526333,1.8779,176,True,191.2
yfcG,648,0.13,0.0,0.735670,0.8577,133,True,88.3
ydhW,648,0.13,0.0,0.702789,0.8383,160,True,113.0
yhiD,648,0.13,0.0,1.295089,1.1380,155,True,107.4
ytjC,648,0.13,0.392,2.700149,1.6432,116,True,110.7
cheZ,645,0.13,0.0,2.128551,1.4590,233,True,181.2
adk,645,0.13,0.67,1.988042,1.4100,260,True,251.0
gfcB,645,0.13,0.0,0.955336,0.9774,233,True,179.5
yfcF,645,0.13,0.0,1.269841,1.1269,218,True,147.8
ytjB,645,0.13,0.057999999999999996,1.996169,1.4129,140,True,156.5
eda,642,0.13,0.568,1.483230,1.2179,176,True,151.3
lipB,642,0.13,0.20600000000000002,1.972834,1.4046,147,True,139.6
hflD,642,0.13,0.076,1.992450,1.4115,222,True,229.9
lpoB,642,0.13,0.0,1.790332,1.3380,194,True,152.6
nadD,642,0.13,0.11000000000000001,1.347826,1.1610,305,True,337.8
pncA,642,0.13,0.21600000000000003,1.647953,1.2837,276,True,324.8
pyrE,642,0.13,0.544,1.124334,1.0603,281,True,195.7
ribC,642,0.13,0.466,1.420338,1.1918,269,True,277.5
tmk,642,0.13,0.176,2.364019,1.5375,167,True,189.4
udk,642,0.13,0.32,2.410920,1.5527,190,True,168.3
yffL,642,0.13,0.0,1.127922,1.0620,310,True,223.8
leuE,639,0.13,0.16599999999999998,1.497491,1.2237,289,True,250.0
msrA,639,0.13,0.324,1.518138,1.2321,160,True,170.0
ompW,639,0.13,0.0,2.724801,1.6507,136,True,118.2
purN,639,0.13,0.148,3.095990,1.7595,231,True,237.1
rutR,639,0.13,0.154,1.814483,1.3470,142,True,136.2
ygbL,639,0.13,0.0,0.698267,0.8356,169,True,110.8
yjbF,639,0.13,0.0,0.639799,0.7999,104,True,66.8
yjfM,639,0.13,0.0,0.783793,0.8853,102,True,65.6
sspA,639,0.13,0.284,1.540453,1.2411,280,True,248.8
argO,636,0.13,0.23199999999999998,2.560903,1.6003,178,True,151.4
ytfB,639,0.13,0.132,2.725384,1.6509,167,True,172.1
mlaC,636,0.13,0.346,1.938494,1.3923,205,True,234.3
fdoI,636,0.13,0.036,1.505509,1.2270,273,True,321.9
nth,636,0.13,0.202,1.639742,1.2805,162,True,176.2
pgpC,636,0.13,0.0,1.800004,1.3416,203,True,139.0
yedZ,636,0.13,0.0,1.861513,1.3644,114,True,88.7
thiE,636,0.13,0.0,0.842010,0.9176,208,True,141.2
yfdX,636,0.13,0.0,0.591126,0.7688,75,True,48.6
yraR,636,0.13,0.0,1.643161,1.2819,194,True,140.6
crp,633,0.13,0.29,1.617765,1.2719,219,True,193.1
fimZ,633,0.13,0.0,0.571026,0.7557,112,True,71.8
dhaL,633,0.13,0.12,1.861784,1.3645,173,True,201.4
sgcE,633,0.13,0.0,0.971997,0.9859,112,True,76.1
ygeK,633,0.13,0.0,0.828234,0.9101,160,True,111.8
ycfQ,633,0.13,0.142,2.045078,1.4301,147,True,160.8
yqeH,633,0.13,0.0,1.131501,1.0637,205,True,122.8
yihA,633,0.13,0.34199999999999997,4.698752,2.1677,166,True,173.2
yrbL,633,0.13,0.122,2.671456,1.6345,109,True,108.9
nudF,630,0.13,0.23199999999999998,1.741134,1.3195,144,True,163.6
rlmE,630,0.13,0.088,1.733535,1.3166,168,True,153.6
stfP,630,0.13,0.0,0.636140,0.7976,51,True,33.0
sxy,630,0.13,0.0,1.379044,1.1743,220,True,162.6
rplC,630,0.13,0.18,1.394704,1.1810,228,True,269.2
ybdM,630,0.13,0.0,1.104959,1.0512,145,True,110.5
yjdF,630,0.13,0.0,1.364239,1.1680,180,True,132.2
yqiJ,630,0.13,0.0,1.329071,1.1529,159,True,102.4
dsbA,627,0.13,0.47000000000000003,1.849195,1.3599,203,True,207.6
gstB,627,0.13,0.0,1.453553,1.2056,203,True,144.4
